,ATC_LVL5,ATC_LVL4,ATC_LVL3,ATC_LVL2,ATC_LVL1,active_ingredient,smile_x,ATC_LVL0
350,hydrocortisone,"corticosteroids, weak (group i)","corticosteroid dermatological preparations, plain","corticosteroids, dermatological preparations",dermatologicals,hydrocortisone,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,ROOT
351,hydrocortisone,"corticosteroids, topical for treatment of hemorrhoids and anal fissures",agents for treatment of hemorrhoids and anal fissures for topical use,vasoprotectives,cardiovascular system drugs,hydrocortisone,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,ROOT
352,hydrocortisone,corticosteroids/antiinfectives/mydriatics in combination,antiinflammatory agents and antiinfectives in combination,ophthalmologicals,sensory organ drugs,hydrocortisone,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,ROOT
353,hydrocortisone,corticosteroids acting locally,intestinal antiinflammatory agents,"antidiarrheals, intestinal antiinflammatory/antiinfective agents",alimentary tract and metabolism drugs,hydrocortisone,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,ROOT
354,hydrocortisone,corticosteroids for local oral treatment,stomatological preparations,stomatological preparations,alimentary tract and metabolism drugs,hydrocortisone,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,ROOT
355,hydrocortisone,"corticosteroid ophthalmologic antiinflammatory agents, plain","antiinflammatory agents, ophthalmologic",ophthalmologicals,sensory organ drugs,hydrocortisone,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,ROOT
356,hydrocortisone,"corticosteroids, weak, other combinations","corticosteroids, other combinations","corticosteroids, dermatological preparations",dermatologicals,hydrocortisone,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,ROOT
357,pramipexole,dopamine agonists,dopaminergic agents,anti-parkinson drugs,nervous system drugs,pramipexole,CCCN[C@H]1CCc2nc(N)sc2C1,ROOT
358,etoricoxib,coxibs,"antiinflammatory and antirheumatic products, non-steroids",antiinflammatory and antirheumatic products,musculo-skeletal system drugs,etoricoxib,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,ROOT
359,levamisole,"imidazothiazole derivatives, antinematodal",antinematodal agents,anthelmintics,"antiparasitic products, insecticides and repellents",levamisole,c1ccc([C@H]2CN3CCSC3=N2)cc1,ROOT
360,tetracycline,antiinfectives,"antiinfectives, ophthalmologic and otologic",ophthalmological and otological preparations,sensory organ drugs,tetracycline,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,ROOT
361,tetracycline,antiinfectives,"antiinfective drugs, otologic",otologicals,sensory organ drugs,tetracycline,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,ROOT
362,tetracycline,tetracyclines,tetracycline antibiotics,antibacterials for systemic use,antiinfectives for systemic use,tetracycline,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,ROOT
363,tetracycline,"antibiotics, ophthalmologic",antiinfective ophthalmologics,ophthalmologicals,sensory organ drugs,tetracycline,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,ROOT
364,tetracycline,"tetracycline and derivatives, topical antibiotics",antibiotics for topical use,antibiotics and chemotherapeutics for dermatological use,dermatologicals,tetracycline,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,ROOT
365,tetracycline,antiinfectives and antiseptics for local oral treatment,stomatological preparations,stomatological preparations,alimentary tract and metabolism drugs,tetracycline,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,ROOT
366,thioproperazine,"phenothiazines with piperazine structure, antipsychotics",antipsychotics,psycholeptics,nervous system drugs,thioproperazine,CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,ROOT
367,fluoxymesterone,3-oxoandrosten (4) derivatives,androgens,sex hormones and modulators of the genital system,genito urinary system and sex hormones,fluoxymesterone,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,ROOT
368,ifosfamide,nitrogen mustard analogues,alkylating agents,antineoplastic agents,antineoplastic and immunomodulating agents,ifosfamide,O=P1(NCCCl)OCCCN1CCCl,ROOT
369,dapiprazole,other antiglaucoma preparations in atc,antiglaucoma preparations and miotics,ophthalmologicals,sensory organ drugs,dapiprazole,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,ROOT
370,misoprostol,"prostaglandins, oxytocics",uterotonics,other gynecologicals in atc,genito urinary system and sex hormones,misoprostol,CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,ROOT
371,misoprostol,prostaglandin drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),drugs for acid related disorders,alimentary tract and metabolism drugs,misoprostol,CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,ROOT
372,mannitol,other irrigating solutions in atc,"irrigating solutions, blood substitutes and perfusion",blood substitutes and perfusion solutions,blood and blood forming organ drugs,mannitol,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,ROOT
373,mannitol,osmotically acting laxatives,drugs for constipation,drugs for constipation,alimentary tract and metabolism drugs,mannitol,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,ROOT
374,mannitol,solutions producing osmotic diuresis,"iv solutions used in parenteral administration of fluids, electrolytes and nutrients",blood substitutes and perfusion solutions,blood and blood forming organ drugs,mannitol,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,ROOT
375,mannitol,mucolytics,"expectorants, excl. combinations with cough suppressants",cough and cold preparations,respiratory system drugs,mannitol,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,ROOT
376,anagrelide,other antineoplastic agents in atc,other antineoplastic agents in atc,antineoplastic agents,antineoplastic and immunomodulating agents,anagrelide,O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,ROOT
377,alprostadil,prostaglandin cardiac therapy preparations,other cardiac preparations in atc,cardiac therapy drugs,cardiovascular system drugs,alprostadil,CCCCC[C@H](O)C=C[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,ROOT
378,alprostadil,drugs used in erectile dysfunction,urologicals,urologicals,genito urinary system and sex hormones,alprostadil,CCCCC[C@H](O)C=C[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,ROOT
379,agomelatine,other antidepressants in atc,antidepressants,psychoanaleptics,nervous system drugs,agomelatine,COc1ccc2cccc(CCNC(C)=O)c2c1,ROOT
380,dimercaprol,antidotes,all other therapeutic products,all other therapeutic products,various drug classes in atc,dimercaprol,OCC(S)CS,ROOT
381,valsartan,"angiotensin ii antagonists, plain","angiotensin ii antagonists, plain",agents acting on the renin-angiotensin system,cardiovascular system drugs,valsartan,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,ROOT
382,ramipril,"ace inhibitors, plain","ace inhibitors, plain",agents acting on the renin-angiotensin system,cardiovascular system drugs,ramipril,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,ROOT
383,roflumilast,other systemic drugs for obstructive airway diseases in atc,other systemic drugs for obstructive airway diseases in atc,drugs for obstructive airway diseases,respiratory system drugs,roflumilast,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,ROOT
384,phenylephrine,adrenergic and dopaminergic cardiac stimulants,cardiac stimulants excl. cardiac glycosides,cardiac therapy drugs,cardiovascular system drugs,phenylephrine,CNC[C@H](O)c1cccc(O)c1,ROOT
385,phenylephrine,sympathomimetics excl. antiglaucoma preparations,mydriatics and cycloplegics,ophthalmologicals,sensory organ drugs,phenylephrine,CNC[C@H](O)c1cccc(O)c1,ROOT
386,phenylephrine,sympathomimetics,nasal decongestants for systemic use,nasal preparations,respiratory system drugs,phenylephrine,CNC[C@H](O)c1cccc(O)c1,ROOT
387,phenylephrine,"sympathomimetics, combinations excl. corticosteroids",decongestants and other nasal preparations for topical use,nasal preparations,respiratory system drugs,phenylephrine,CNC[C@H](O)c1cccc(O)c1,ROOT
388,phenylephrine,sympathomimetics used as decongestants,decongestants and antiallergics,ophthalmologicals,sensory organ drugs,phenylephrine,CNC[C@H](O)c1cccc(O)c1,ROOT
389,phenylephrine,"sympathomimetics, plain",decongestants and other nasal preparations for topical use,nasal preparations,respiratory system drugs,phenylephrine,CNC[C@H](O)c1cccc(O)c1,ROOT
390,talbutal,"barbiturates, hypnotics and sedatives, plain",hypnotics and sedatives,psycholeptics,nervous system drugs,talbutal,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,ROOT
391,tolterodine,drugs for urinary frequency and incontinence,urologicals,urologicals,genito urinary system and sex hormones,tolterodine,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,ROOT
392,mupirocin,other nasal preparations in atc,decongestants and other nasal preparations for topical use,nasal preparations,respiratory system drugs,mupirocin,C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,ROOT
393,mupirocin,other antibiotics for topical use in atc,antibiotics for topical use,antibiotics and chemotherapeutics for dermatological use,dermatologicals,mupirocin,C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,ROOT
394,eplerenone,aldosterone antagonists,potassium-sparing diuretics,diuretics,cardiovascular system drugs,eplerenone,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,ROOT
395,nelfinavir,"protease inhibitors, direct acting antivirals",direct acting antivirals,antivirals for systemic use,antiinfectives for systemic use,nelfinavir,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,ROOT
396,repaglinide,"other blood glucose lowering drugs, excl. insulins in atc","blood glucose lowering drugs, excl. insulins",drugs used in diabetes,alimentary tract and metabolism drugs,repaglinide,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,ROOT
397,carbimazole,"sulfur-containing imidazole derivatives, antithyroid preparations",antithyroid preparations,thyroid therapy drugs,"systemic hormonal preparations, excl. sex hormones and insulins",carbimazole,CCOC(=O)n1ccn(C)c1=S,ROOT
398,bentiromide,pancreatic function test diagnostic agents,other diagnostic agents in atc,diagnostic agents,various drug classes in atc,bentiromide,O=C(O)c1ccc(NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1,ROOT
399,felodipine,dihydropyridine derivative selective calcium channel blockers with mainly vascular effects,selective calcium channel blockers with mainly vascular effects,calcium channel blockers,cardiovascular system drugs,felodipine,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,ROOT
400,phentermine,centrally acting antiobesity products,"antiobesity preparations, excl. diet products","antiobesity preparations, excl. diet products",alimentary tract and metabolism drugs,phentermine,CC(C)(N)Cc1ccccc1,ROOT
401,oxybutynin,drugs for urinary frequency and incontinence,urologicals,urologicals,genito urinary system and sex hormones,oxybutynin,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,ROOT
402,quetiapine,"diazepines, oxazepines, thiazepines and oxepines antipsychotic drugs",antipsychotics,psycholeptics,nervous system drugs,quetiapine,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,ROOT
403,udenafil,drugs used in erectile dysfunction,urologicals,urologicals,genito urinary system and sex hormones,udenafil,CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc(=O)c2c([nH]1)c(CCC)nn2C,ROOT
404,terbinafine,other antifungals for topical use in atc,antifungals for topical use,antifungals for dermatological use,dermatologicals,terbinafine,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,ROOT
405,terbinafine,antifungals for systemic use,antifungals for systemic use,antifungals for dermatological use,dermatologicals,terbinafine,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,ROOT
406,vidarabine,nucleosides and nucleotides excl. reverse transcriptase inhibitors,direct acting antivirals,antivirals for systemic use,antiinfectives for systemic use,vidarabine,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,ROOT
407,vidarabine,"antivirals, ophthalmologic",antiinfective ophthalmologics,ophthalmologicals,sensory organ drugs,vidarabine,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,ROOT
408,vorinostat,other antineoplastic agents in atc,other antineoplastic agents in atc,antineoplastic agents,antineoplastic and immunomodulating agents,vorinostat,O=C(CCCCCCC(=O)Nc1ccccc1)NO,ROOT
409,carmustine,"nitrosoureas, antineoplastic alkylating agents",alkylating agents,antineoplastic agents,antineoplastic and immunomodulating agents,carmustine,O=NN(CCCl)C(=O)NCCCl,ROOT
410,frovatriptan,"selective serotonin (5ht1) agonists, antimigraine drugs",antimigraine preparations,analgesics,nervous system drugs,frovatriptan,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,ROOT
411,methysergide,"ergot alkaloids, antimigraine",antimigraine preparations,analgesics,nervous system drugs,methysergide,CCC(CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,ROOT
412,miglustat,various alimentary tract and metabolism products,other alimentary tract and metabolism products in atc,other alimentary tract and metabolism products in atc,alimentary tract and metabolism drugs,miglustat,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,ROOT
413,cefuroxime,second-generation cephalosporins,other beta-lactam antibacterials in atc,antibacterials for systemic use,antiinfectives for systemic use,cefuroxime,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,ROOT
414,cefuroxime,"antibiotics, ophthalmologic",antiinfective ophthalmologics,ophthalmologicals,sensory organ drugs,cefuroxime,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,ROOT
415,anileridine,opioid anesthetics,"anesthetics, general",anesthetics,nervous system drugs,anileridine,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,ROOT
416,quinidine,"antiarrhythmics, class ia","antiarrhythmics, class i and iii",cardiac therapy drugs,cardiovascular system drugs,quinidine,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,ROOT
417,argatroban,direct thrombin inhibitors,antithrombotic agents,antithrombotic agents,blood and blood forming organ drugs,argatroban,C[C@H]1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCN=C(N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,ROOT
418,hydroxychloroquine,aminoquinoline antimalarials,antimalarials,antiprotozoals,"antiparasitic products, insecticides and repellents",hydroxychloroquine,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,ROOT
419,domperidone,propulsives,propulsives,drugs for functional gastrointestinal disorders,alimentary tract and metabolism drugs,domperidone,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,ROOT
420,alosetron,serotonin receptor antagonists for functional gastrointestinal disorders,drugs for functional gastrointestinal disorders,drugs for functional gastrointestinal disorders,alimentary tract and metabolism drugs,alosetron,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,ROOT
421,minoxidil,other dermatological preparations in atc,other dermatological preparations in atc,other dermatological preparations in atc,dermatologicals,minoxidil,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],ROOT
422,minoxidil,pyrimidine derivatives acting on arteriolar smooth muscle,"arteriolar smooth muscle, agents acting on",antihypertensives,cardiovascular system drugs,minoxidil,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],ROOT
423,azelastine,other antihistamines for systemic use in atc,antihistamines for systemic use,antihistamines for systemic use,respiratory system drugs,azelastine,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,ROOT
424,azelastine,other antiallergics in atc,decongestants and antiallergics,ophthalmologicals,sensory organ drugs,azelastine,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,ROOT
425,azelastine,"antiallergic nasal preparations for topical use, excl. corticosteroids",decongestants and other nasal preparations for topical use,nasal preparations,respiratory system drugs,azelastine,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,ROOT
426,nortriptyline,non-selective monoamine reuptake inhibitors,antidepressants,psychoanaleptics,nervous system drugs,nortriptyline,CNCCC=C1c2ccccc2CCc2ccccc21,ROOT
427,oxymetazoline,sympathomimetics used as decongestants,decongestants and antiallergics,ophthalmologicals,sensory organ drugs,oxymetazoline,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,ROOT
428,oxymetazoline,"sympathomimetics, plain",decongestants and other nasal preparations for topical use,nasal preparations,respiratory system drugs,oxymetazoline,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,ROOT
429,oxymetazoline,"sympathomimetics, combinations excl. corticosteroids",decongestants and other nasal preparations for topical use,nasal preparations,respiratory system drugs,oxymetazoline,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,ROOT
430,glutethimide,"piperidinedione derivatives, hypnotics and sedatives",hypnotics and sedatives,psycholeptics,nervous system drugs,glutethimide,CCC1(c2ccccc2)CCC(=O)NC1=O,ROOT
431,ponatinib,"protein kinase inhibitors, antineoplastic drugs",other antineoplastic agents in atc,antineoplastic agents,antineoplastic and immunomodulating agents,ponatinib,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,ROOT
432,voriconazole,"triazole derivatives, systemic antimycotics",antimycotics for systemic use,antimycotics for systemic use,antiinfectives for systemic use,voriconazole,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,ROOT
433,dienestrol,"synthetic estrogens, plain","estrogens, sex hormones and modulators of the genital system",sex hormones and modulators of the genital system,genito urinary system and sex hormones,dienestrol,CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1,ROOT
434,dienestrol,"estrogens, combinations with other drugs","estrogens, sex hormones and modulators of the genital system",sex hormones and modulators of the genital system,genito urinary system and sex hormones,dienestrol,CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1,ROOT
435,voglibose,"alpha glucosidase inhibitors, blood glucose lowering","blood glucose lowering drugs, excl. insulins",drugs used in diabetes,alimentary tract and metabolism drugs,voglibose,OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,ROOT
436,cisplatin,"platinum compounds, antineoplastic drugs",other antineoplastic agents in atc,antineoplastic agents,antineoplastic and immunomodulating agents,cisplatin,N[Pt](N)(Cl)Cl,ROOT
437,pravastatin,"hmg coa reductase inhibitors, plain lipid modifying drugs","lipid modifying agents, plain",lipid modifying agents,cardiovascular system drugs,pravastatin,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,ROOT
438,doxorubicin,anthracyclines and related substances,cytotoxic antibiotics and related substances,antineoplastic agents,antineoplastic and immunomodulating agents,doxorubicin,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,ROOT
439,physostigmine,antidotes,all other therapeutic products,all other therapeutic products,various drug classes in atc,physostigmine,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,ROOT
440,physostigmine,"parasympathomimetics, antiglaucoma preparations and miotics",antiglaucoma preparations and miotics,ophthalmologicals,sensory organ drugs,physostigmine,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,ROOT
441,melphalan,nitrogen mustard analogues,alkylating agents,antineoplastic agents,antineoplastic and immunomodulating agents,melphalan,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,ROOT
442,pargyline,"mao inhibitors, antihypertensives",other antihypertensives in atc,antihypertensives,cardiovascular system drugs,pargyline,C#CCN(C)Cc1ccccc1,ROOT
443,fluphenazine,"phenothiazines with piperazine structure, antipsychotics",antipsychotics,psycholeptics,nervous system drugs,fluphenazine,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,ROOT
